Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Lab Assistant,35%,458,1498,0.30574098798397864,Sales & Marketing
Medical Laboratory Scientist,35%,342,1343,0.2546537602382725,Hospitality
Medical Laboratory Technician,35%,339,1339,0.25317401045556387,Communication & PR
Medical Laboratory Technologist,35%,340,1340,0.2537313432835821,Data & IT
Medical Technician,35%,306,1131,0.27055702917771884,Administrative & Clerical
Medical Technologist,35%,301,1125,0.26755555555555555,Leadership & Strategy
Health Services Manager,35%,436,1437,0.3034098816979819,Medical & Healthcare
Intake Coordinator,35%,434,1412,0.3073654390934844,Supply Chain & Logistics
Medical Interpreter,35%,419,1730,0.2421965317919075,Law Enforcement
Medical Secretary,35%,585,2151,0.2719665271966527,Construction
Patient Access Representative,35%,441,1710,0.2578947368421053,Sales & Marketing
Patient Access Specialist,35%,440,1709,0.2574605032182563,Hospitality
Fire Investigator,35%,424,1308,0.3241590214067278,Communication & PR
Ranger,35%,203,720,0.28194444444444444,Data & IT
Title Processor,35%,685,2075,0.3301204819277108,Administrative & Clerical
Inventory Control Manager,35%,546,1774,0.30777903043968435,Leadership & Strategy
Logistics Specialist,35%,805,2534,0.31767955801104975,Medical & Healthcare
Supply Planner,35%,745,2408,0.30938538205980065,Supply Chain & Logistics
Blog Writer,35%,327,2442,0.1339066339066339,Law Enforcement
Blogger,35%,328,2417,0.13570541994207697,Construction
Content Writer,35%,553,2025,0.2730864197530864,Sales & Marketing
Corporate Event Planner,35%,508,1624,0.312807881773399,Hospitality
Event Coordinator,35%,502,1632,0.3075980392156863,Communication & PR
Media Coordinator,35%,1020,3559,0.2865973588086541,Data & IT
Multimedia Specialist,35%,982,3476,0.28250863060989645,Administrative & Clerical
Public Relations Coordinator,35%,974,3481,0.27980465383510483,Leadership & Strategy
Packaging,35%,161,1310,0.12290076335877863,Medical & Healthcare
Communications Technician,35%,125,792,0.15782828282828282,Supply Chain & Logistics
Insurance Specialist,35%,240,1523,0.15758371634931057,Law Enforcement
Representative,35%,261,1681,0.1552647233789411,Construction
Business Continuity Manager,35%,306,1947,0.15716486902927582,Sales & Marketing
Channel Sales Manager,35%,348,2205,0.15782312925170067,Hospitality
Regional Manager,35%,309,1904,0.16228991596638656,Communication & PR
Butcher,35%,55,513,0.10721247563352826,Data & IT
Director Of Finance,35%,287,1774,0.16178128523111612,Administrative & Clerical
Infusion Nurse,35%,113,864,0.13078703703703703,Leadership & Strategy
Psychiatric Nurse Practitioner,35%,121,897,0.13489409141583056,Medical & Healthcare
Care Manager,35%,221,1544,0.14313471502590674,Supply Chain & Logistics
Computer Support Specialist,35%,134,1090,0.12293577981651377,Law Enforcement
Cyber Security Engineer,35%,99,694,0.14265129682997119,Construction
Front Desk Supervisor,35%,194,1236,0.156957928802589,Sales & Marketing
Administrative Services Manager,35%,294,1879,0.15646620542841938,Hospitality
Chief Risk Officer,35%,279,1788,0.15604026845637584,Communication & PR
Business Administrator,35%,238,1432,0.16620111731843576,Data & IT
Information Technology Manager,35%,276,1906,0.14480587618048268,Administrative & Clerical
Knowledge Manager,35%,272,1587,0.1713925645872716,Leadership & Strategy
Management Analyst,35%,442,2925,0.1511111111111111,Medical & Healthcare
Management Consultant,35%,231,1336,0.17290419161676646,Supply Chain & Logistics
Managing Consultant,35%,232,1341,0.17300521998508575,Law Enforcement
Process Consultant,35%,243,1378,0.17634252539912917,Construction
Production Team Leader,35%,254,1552,0.163659793814433,Sales & Marketing
Shift Manager,35%,233,1888,0.12341101694915255,Hospitality
Shop Manager,35%,238,1929,0.12337998963193364,Communication & PR
Strategic Planning Manager,35%,262,2038,0.12855740922473013,Data & IT
Strategy Manager,35%,262,1999,0.1310655327663832,Administrative & Clerical
Traffic Manager,35%,281,2146,0.1309412861136999,Leadership & Strategy
Transportation Manager,35%,278,1819,0.15283122594832327,Medical & Healthcare
Channel Manager,35%,218,1291,0.168861347792409,Supply Chain & Logistics
Director Of Business Development,35%,220,1334,0.16491754122938532,Law Enforcement
Inside Sales Manager,35%,225,1454,0.15474552957359008,Construction
Parts Advisor,35%,246,1893,0.12995245641838352,Sales & Marketing
Product Trainer,35%,264,1946,0.13566289825282632,Hospitality
Sales Specialist,35%,271,2075,0.1306024096385542,Communication & PR
Senior Sales Manager,35%,263,2064,0.12742248062015504,Data & IT
Telecom Sales,35%,257,1909,0.13462545835515977,Administrative & Clerical
Aesthetic Nurse,35%,108,726,0.1487603305785124,Leadership & Strategy
Certified Nurse Aide,35%,90,657,0.136986301369863,Medical & Healthcare
Informatics Nurse,35%,114,761,0.1498028909329829,Supply Chain & Logistics
Licensed Practical Nurse,35%,80,588,0.1360544217687075,Law Enforcement
Licensed Practical Nurse Lpn,34%,80,588,0.1360544217687075,Construction
Lpn Nurse,33%,81,588,0.1377551020408163,Sales & Marketing
Mental Health Nurse,33%,112,582,0.19243986254295534,Hospitality
Occupational Health Nurse,33%,106,565,0.18761061946902655,Communication & PR
Practical Nurse,33%,95,445,0.21348314606741572,Data & IT
Interviewer,33%,160,1173,0.13640238704177324,Administrative & Clerical
Operations Specialist,33%,232,1489,0.15580926796507724,Leadership & Strategy
Production Coordinator,33%,255,1739,0.1466359976998275,Medical & Healthcare
Risk Manager,32%,244,1904,0.12815126050420167,Supply Chain & Logistics
Component Engineer,32%,192,1452,0.1322314049586777,Law Enforcement
Electronic Engineer,32%,202,1552,0.13015463917525774,Construction
Energy Engineer,32%,182,1114,0.16337522441651706,Sales & Marketing
Equipment Engineer,32%,191,1369,0.13951789627465302,Hospitality
Failure Analysis Engineer,32%,196,1498,0.1308411214953271,Communication & PR
Hvac Engineer,32%,146,1343,0.10871183916604617,Data & IT
Material Engineer,31%,168,1167,0.14395886889460155,Administrative & Clerical
Mechanical Design Engineer,31%,181,1193,0.15171835708298406,Leadership & Strategy
Mechanical Engineer,30%,173,1196,0.14464882943143811,Medical & Healthcare
Metallurgical Engineer,30%,154,823,0.18712029161603888,Supply Chain & Logistics
Osp Engineer,30%,156,842,0.18527315914489312,Law Enforcement
Performance Test Engineer,30%,215,1405,0.15302491103202848,Construction
Physical Design Engineer,30%,174,1152,0.15104166666666666,Sales & Marketing
Planning Engineer,30%,171,1213,0.14097279472382523,Hospitality
Principal Electrical Engineer,30%,161,1138,0.14147627416520211,Communication & PR
Principal Engineer,30%,163,1140,0.14298245614035088,Data & IT
Principal Mechanical Engineer,30%,161,1138,0.14147627416520211,Administrative & Clerical
Process Engineer,30%,180,1214,0.14827018121911037,Leadership & Strategy
Product Engineer,30%,186,1214,0.15321252059308071,Medical & Healthcare
Professional Engineer,30%,151,802,0.1882793017456359,Supply Chain & Logistics
Propulsion Engineer,30%,134,745,0.17986577181208055,Law Enforcement
Satellite Engineer,30%,151,1198,0.12604340567612687,Construction
Senior Civil Engineer,30%,156,1257,0.12410501193317422,Sales & Marketing
Senior Electrical Engineer,30%,160,1263,0.12668250197941408,Hospitality
Senior Engineer,30%,160,1427,0.11212333566923616,Communication & PR
Senior Mechanical Design Engineer,30%,161,1285,0.12529182879377432,Data & IT
Senior Mechanical Engineer,30%,160,1263,0.12668250197941408,Administrative & Clerical
Solar Engineer,30%,153,1201,0.1273938384679434,Leadership & Strategy
Stress Engineer,30%,145,1219,0.11894995898277276,Medical & Healthcare
Structural Design Engineer,30%,147,1208,0.1216887417218543,Supply Chain & Logistics
Structural Engineer,30%,146,1228,0.11889250814332247,Law Enforcement
Technical Engineer,30%,162,1327,0.12207987942727958,Construction
Tooling Engineer,30%,170,1375,0.12363636363636364,Sales & Marketing
Validation Engineer,30%,94,683,0.1376281112737921,Hospitality
Building Maintenance,30%,131,890,0.14719101123595504,Communication & PR
Building Manager,30%,158,984,0.16056910569105692,Data & IT
Business Office Manager,30%,223,1349,0.1653076352853966,Administrative & Clerical
Enrolled Agent,30%,107,733,0.14597544338335608,Leadership & Strategy
Facility Manager,30%,168,976,0.1721311475409836,Medical & Healthcare
Facility Supervisor,30%,162,964,0.16804979253112035,Supply Chain & Logistics
Health And Safety Coordinator,30%,177,1197,0.14786967418546365,Law Enforcement
Office Coordinator,30%,193,1334,0.1446776611694153,Construction
Office Secretary,30%,183,1289,0.14197051978277736,Sales & Marketing
Operations Coordinator,30%,228,1468,0.1553133514986376,Hospitality
Production Controller,30%,252,1611,0.1564245810055866,Communication & PR
Program Coordinator,30%,229,1606,0.14259028642590285,Data & IT
Registrar,30%,129,736,0.17527173913043478,Administrative & Clerical
Scheduler,30%,209,1553,0.13457823567289118,Leadership & Strategy
Service Assistant,30%,187,1033,0.18102613746369797,Medical & Healthcare
Support Coordinator,30%,294,2160,0.1361111111111111,Supply Chain & Logistics
Value Stream Manager,30%,261,1776,0.14695945945945946,Law Enforcement
Chauffeur,30%,56,442,0.12669683257918551,Construction
City Driver,30%,58,451,0.1286031042128603,Sales & Marketing
Forklift Operator,30%,144,1383,0.10412147505422993,Hospitality
Lift Operator,30%,106,1187,0.08930075821398484,Communication & PR
Packer,30%,100,511,0.19569471624266144,Data & IT
Personal Driver,30%,69,364,0.18956043956043955,Administrative & Clerical
Assistant Cook,30%,99,686,0.14431486880466474,Leadership & Strategy
Cafe Manager,30%,211,1354,0.15583456425406203,Medical & Healthcare
Catering Coordinator,30%,259,1902,0.13617245005257625,Supply Chain & Logistics
Catering Sales Manager,30%,232,1373,0.16897305171158047,Law Enforcement
Club Manager,30%,141,878,0.16059225512528474,Construction
Coffee Shop Manager,30%,131,850,0.15411764705882353,Sales & Marketing
Cook,30%,84,610,0.1377049180327869,Hospitality
Director Of Events,30%,242,1342,0.18032786885245902,Communication & PR
Director Of Food And Beverage,30%,126,785,0.16050955414012738,Data & IT
Executive Pastry Chef,30%,105,731,0.1436388508891929,Administrative & Clerical
Food And Beverage Manager,30%,212,1442,0.14701803051317613,Leadership & Strategy
Food Broker,30%,157,1152,0.1362847222222222,Medical & Healthcare
Food Manager,30%,180,1227,0.1466992665036675,Supply Chain & Logistics
Food Services Manager,30%,187,1255,0.14900398406374502,Law Enforcement
Guest Relations Manager,30%,206,1762,0.11691259931895573,Construction
Guest Services Manager,30%,208,1764,0.11791383219954649,Sales & Marketing
Hospitality Manager,30%,192,1637,0.11728772144166158,Hospitality
Hotel Assistant Manager,30%,175,1493,0.11721366376423309,Communication & PR
Hotel Concierge,30%,174,1563,0.11132437619961612,Data & IT
Hotel Housekeeping,30%,133,1086,0.12246777163904236,Administrative & Clerical
Hotel Manager,30%,172,1225,0.1404081632653061,Leadership & Strategy
Housekeeping Manager,30%,158,1171,0.1349274124679761,Medical & Healthcare
Housekeeping Supervisor,30%,153,1157,0.13223854796888504,Supply Chain & Logistics
Kitchen Manager,30%,165,1172,0.1407849829351536,Law Enforcement
Kitchen Supervisor,30%,158,1149,0.13751087902523934,Construction
Laundry Attendant,30%,113,927,0.12189859762675297,Sales & Marketing
Locker Room Attendant,30%,123,1004,0.12250996015936255,Hospitality
Parking Manager,30%,156,1200,0.13,Communication & PR
Poker Dealer,30%,98,537,0.1824953445065177,Data & IT
Prep Cook,30%,98,417,0.23501199040767387,Administrative & Clerical
Resort Manager,30%,225,1691,0.13305736250739209,Leadership & Strategy
Restaurant,30%,180,1490,0.12080536912751678,Medical & Healthcare
Restaurant Assistant Manager,30%,231,1936,0.11931818181818182,Supply Chain & Logistics
Restaurant Manager,30%,236,1944,0.12139917695473251,Law Enforcement
Service Director,30%,222,1846,0.12026002166847237,Construction
Slot Attendant,30%,58,375,0.15466666666666667,Sales & Marketing
Table Games Dealer,30%,65,428,0.15186915887850466,Hospitality
Valet,30%,65,557,0.11669658886894076,Communication & PR
Valet Attendant,30%,64,531,0.12052730696798493,Data & IT
Certified Home Health Aide,30%,87,678,0.12831858407079647,Administrative & Clerical
Funeral Arranger,30%,113,811,0.13933415536374846,Leadership & Strategy
Funeral Attendant,30%,87,691,0.12590448625180897,Medical & Healthcare
Home Health Care,30%,94,610,0.1540983606557377,Supply Chain & Logistics
Preschool Director,30%,139,964,0.1441908713692946,Law Enforcement
Armorer,30%,79,570,0.13859649122807016,Construction
Correction Officer,30%,106,692,0.1531791907514451,Sales & Marketing
Director Of Security,30%,132,889,0.1484814398200225,Hospitality
Head Of Security,30%,133,1045,0.12727272727272726,Communication & PR
Security Director,30%,119,766,0.15535248041775457,Data & IT
Administrator,30%,231,1298,0.17796610169491525,Administrative & Clerical
Business Intelligence Consultant,30%,286,1622,0.17632552404438964,Leadership & Strategy
Clinical Systems Analyst,30%,197,1399,0.14081486776268765,Medical & Healthcare
Communication Technician,30%,195,1343,0.14519731943410275,Supply Chain & Logistics
Crm Manager,30%,217,1187,0.18281381634372368,Law Enforcement
Desktop Administrator,30%,193,1359,0.14201618837380428,Construction
Desktop Support Engineer,30%,196,1429,0.1371588523442967,Sales & Marketing
It Analyst,30%,330,1942,0.16992790937178168,Hospitality
It Consultant,30%,260,1599,0.16260162601626016,Communication & PR
It Support Specialist,30%,223,1517,0.14700065919578115,Data & IT
Netsuite Administrator,30%,251,1551,0.16183107672469374,Administrative & Clerical
Network Analyst,30%,255,1573,0.1621106166560712,Leadership & Strategy
Network Designer,30%,241,1506,0.1600265604249668,Medical & Healthcare
Network Technician,30%,257,1648,0.15594660194174756,Supply Chain & Logistics
Pc Specialist,30%,254,1603,0.1584529008109794,Law Enforcement
Programming,30%,222,1383,0.16052060737527116,Construction
Sap Consultant,30%,264,1994,0.13239719157472418,Sales & Marketing
Service Desk Technician,30%,348,2446,0.14227309893704007,Hospitality
Support Specialist,30%,345,2380,0.14495798319327732,Communication & PR
Technical Business Analyst,30%,300,2190,0.136986301369863,Data & IT
Technical Support Manager,30%,338,2425,0.13938144329896907,Administrative & Clerical
Technology Manager,30%,283,2058,0.13751214771622935,Leadership & Strategy
Telecommunications,30%,252,1697,0.14849734826163818,Medical & Healthcare
Web Manager,30%,238,1709,0.13926272674078408,Supply Chain & Logistics
Web Producer,30%,234,1685,0.13887240356083086,Law Enforcement
Wordpress Developer,30%,153,943,0.16224814422057265,Construction
Clinical Therapist,30%,130,895,0.1452513966480447,Sales & Marketing
Family Counselor,30%,138,903,0.15282392026578073,Hospitality
Youth Counselor,30%,160,1349,0.11860637509266123,Communication & PR
Asset Manager,30%,224,1354,0.1654357459379616,Data & IT
Assistant Property Manager,30%,218,1323,0.16477702191987906,Administrative & Clerical
Broker,30%,198,1271,0.15578284815106216,Leadership & Strategy
Foreclosure Specialist,30%,184,1263,0.1456848772763262,Medical & Healthcare
Property Management Assistant,30%,182,1359,0.13392200147167035,Supply Chain & Logistics
Arborist,30%,92,633,0.14533965244865718,Law Enforcement
Assistant Librarian,30%,171,1005,0.1701492537313433,Construction
Cartographer,30%,148,1221,0.12121212121212122,Sales & Marketing
Chemist,30%,136,884,0.15384615384615385,Hospitality
Clinical Laboratory Scientist,30%,126,813,0.15498154981549817,Communication & PR
Clinical Laboratory Technician,30%,121,784,0.15433673469387754,Data & IT
Clinical Laboratory Technologist,30%,121,784,0.15433673469387754,Administrative & Clerical
Dna Analyst,30%,126,833,0.15126050420168066,Leadership & Strategy
Entomologist,30%,97,677,0.1432791728212703,Medical & Healthcare
Environmental Technician,30%,151,951,0.1587802313354364,Supply Chain & Logistics
